IP Address,TimeStamp,Transfer(s1),s2,s3,s4,s5,Priority,Membership
150.206.17.20,22-01-2023 11.55,8.745,3.411,5.334,3.687,5.058,4,Premium Membership
174.281.6.15,22-01-2023 12.00,7.705,2.08,5.625,3.242,4.463,0,Premium Membership
166.241.19.3,22-01-2023 12.05,8.214,6.161,2.053,4.805,3.409,3,Premium Membership
171.336.15.18,22-01-2023 12.10,8.286,3.314,4.972,4.425,3.861,3,Basic Membership
178.267.2.2,22-01-2023 12.15,9.132,2.283,6.849,5.045,4.087,2,Premium Membership
179.334.12.16,22-01-2023 12.20,9.922,6.35,3.572,5.211,4.711,4,Premium Membership
164.313.15.16,22-01-2023 12.25,8.532,2.645,5.887,3.871,4.661,2,Basic Membership
169.266.1.20,22-01-2023 12.30,9.331,1.866,7.465,4.908,4.423,3,Premium Membership
177.230.0.14,22-01-2023 12.35,7.413,1.631,5.782,4.557,2.856,1,Basic Membership
158.321.18.18,22-01-2023 12.40,9.62,4.425,5.195,3.786,5.834,3,Premium Membership
167.217.0.15,22-01-2023 12.45,8.636,2.504,6.132,4.86,3.776,3,Basic Membership
182.311.1.3,22-01-2023 12.50,7.414,1.557,5.857,4.441,2.973,0,Premium Membership
172.215.7.6,22-01-2023 12.55,7.772,4.819,2.953,3.466,4.306,3,Premium Membership
168.279.14.10,22-01-2023 13.00,8.928,3.036,5.892,5.187,3.741,0,Basic Membership
186.337.1.19,22-01-2023 13.05,9.36,3.931,5.429,3.959,5.401,3,Premium Membership
167.237.16.2,22-01-2023 13.10,9.374,2.625,6.749,5.943,3.431,4,Premium Membership
178.257.16.5,22-01-2023 13.15,9.192,5.883,3.309,5.614,3.578,0,Premium Membership
185.251.18.5,22-01-2023 13.20,8.154,3.506,4.648,3.342,4.812,3,Basic Membership
168.235.4.18,22-01-2023 13.25,7.067,4.523,2.544,3.593,3.474,2,Basic Membership
182.335.4.10,22-01-2023 13.30,9.698,4.752,4.946,5.157,4.541,2,Basic Membership
166.327.9.9,22-01-2023 13.35,7.692,2.538,5.154,3.554,4.138,4,Basic Membership
153.322.17.15,22-01-2023 13.40,7.636,2.214,5.422,3.459,4.177,0,Basic Membership
152.333.4.12,22-01-2023 13.45,8.645,3.717,4.928,3,5.645,2,Premium Membership
151.285.1.18,22-01-2023 13.50,8.22,4.357,3.863,4.139,4.081,0,Basic Membership
155.303.2.13,22-01-2023 13.55,8.553,3.421,5.132,5.713,2.84,1,Basic Membership
156.215.16.10,22-01-2023 14.00,9.083,6.358,2.725,4.614,4.469,0,Premium Membership
154.314.13.2,22-01-2023 14.05,14.916,4.922,9.994,8.691,6.224,1,Basic Membership
165.259.17.4,22-01-2023 14.10,14.585,8.897,5.688,7.915,6.67,2,Basic Membership
156.334.3.12,22-01-2023 14.15,15.065,3.917,11.148,7.201,7.864,3,Basic Membership
154.338.3.18,22-01-2023 14.20,15.052,8.58,6.472,7.598,7.454,4,Basic Membership
162.337.14.13,22-01-2023 14.25,13.177,8.565,4.612,5.409,7.768,0,Basic Membership
183.274.10.18,22-01-2023 14.30,13.489,7.419,6.07,3.966,9.523,2,Basic Membership
178.249.19.8,22-01-2023 14.35,15.771,11.671,4.1,4.665,11.106,1,Basic Membership
181.349.20.8,22-01-2023 14.40,11.66,5.83,5.83,5.48,6.18,0,Basic Membership
180.229.8.12,22-01-2023 14.45,14.344,10.615,3.729,7.138,7.206,1,Basic Membership
183.235.10.11,22-01-2023 14.50,15.932,10.834,5.098,4.595,11.337,4,Premium Membership
180.306.14.8,22-01-2023 14.55,11.582,7.644,3.938,5.4,6.182,0,Premium Membership
190.298.19.15,22-01-2023 15.00,12.764,6.254,6.51,4.845,7.919,2,Basic Membership
178.206.9.7,22-01-2023 15.05,18.858,11.126,7.732,8.103,10.755,1,Basic Membership
165.223.5.7,22-01-2023 15.10,17.181,10.996,6.185,5.629,11.552,0,Basic Membership
164.313.15.16,22-01-2023 15.15,18.842,13.001,5.841,4.496,14.346,3,Basic Membership
185.247.9.5,22-01-2023 15.20,19.177,9.972,9.205,10.739,8.438,2,Premium Membership
154.342.16.16,22-01-2023 15.25,17.519,7.884,9.635,9.776,7.743,0,Basic Membership
159.216.15.18,22-01-2023 15.30,17.978,10.787,7.191,5.897,12.081,4,Basic Membership
170.312.5.11,22-01-2023 15.35,17.701,6.726,10.975,8.05,9.651,2,Premium Membership
157.231.17.16,22-01-2023 15.40,17.715,6.377,11.338,8.106,9.609,4,Premium Membership
177.213.6.12,22-01-2023 15.45,15.787,8.841,6.946,6.22,9.567,2,Premium Membership
173.258.10.20,22-01-2023 15.50,19.474,14.605,4.869,8.666,10.808,3,Basic Membership
172.272.20.5,22-01-2023 15.55,16.649,7.992,8.657,5.947,10.702,3,Basic Membership
185.203.1.19,22-01-2023 16.00,18.861,5.658,13.203,12.071,6.79,0,Basic Membership
181.219.18.20,22-01-2023 16.05,15.401,6.93,8.471,6.091,9.31,3,Basic Membership
176.296.10.3,22-01-2023 16.10,19.069,3.814,15.255,11.823,7.246,4,Premium Membership
158.234.8.3,22-01-2023 16.15,19.01,3.802,15.208,5.665,13.345,3,Premium Membership
181.282.10.18,22-01-2023 16.20,16.631,11.309,5.322,11.376,5.255,1,Premium Membership
150.254.18.14,22-01-2023 16.25,19.93,7.972,11.958,4.066,15.864,1,Premium Membership
173.324.16.0,22-01-2023 16.30,17.103,10.775,6.328,9.713,7.39,3,Basic Membership
168.235.4.18,22-01-2023 16.35,19.364,4.454,14.91,11.158,8.206,4,Basic Membership
156.211.8.7,22-01-2023 16.40,16.981,11.038,5.943,6.792,10.189,0,Premium Membership
163.210.12.14,22-01-2023 16.45,18.564,10.767,7.797,5.851,12.713,1,Premium Membership
189.215.15.12,22-01-2023 16.50,17.598,3.52,14.078,9.503,8.095,1,Basic Membership
171.204.5.12,22-01-2023 16.55,16.147,8.719,7.428,8.962,7.185,1,Basic Membership
170.307.7.12,22-01-2023 17.00,15.552,3.732,11.82,8.908,6.644,3,Premium Membership
175.338.3.13,22-01-2023 17.05,18.553,11.317,7.236,7.842,10.711,4,Premium Membership
176.349.14.8,22-01-2023 17.10,15.264,6.869,8.395,8.815,6.449,4,Premium Membership
165.309.5.18,22-01-2023 17.15,18.668,7.467,11.201,6.944,11.724,2,Premium Membership
161.278.2.20,22-01-2023 17.20,15.199,7.903,7.296,7.247,7.952,0,Basic Membership
190.346.8.7,22-01-2023 17.25,15.356,9.214,6.142,5.651,9.705,3,Basic Membership
180.218.6.17,22-01-2023 17.30,17.984,4.136,13.848,8.256,9.728,3,Basic Membership
169.245.1.7,22-01-2023 17.35,15.612,9.992,5.62,7.8,7.812,3,Premium Membership
190.321.9.14,22-01-2023 17.40,19.431,8.355,11.076,13.516,5.915,2,Basic Membership
160.220.14.18,22-01-2023 17.45,17.364,5.73,11.634,9.283,8.081,3,Premium Membership
181.279.0.4,22-01-2023 17.50,15.873,3.492,12.381,8.003,7.87,0,Basic Membership
188.217.5.6,22-01-2023 17.55,15.753,7.877,7.876,4.175,11.578,2,Basic Membership
177.253.2.6,22-01-2023 18.00,15.034,3.007,12.027,7.637,7.397,0,Basic Membership
167.264.0.18,22-01-2023 18.05,18.46,4.984,13.476,9.957,8.503,3,Basic Membership
177.230.0.14,22-01-2023 18.10,17.142,10.971,6.171,6.74,10.402,2,Basic Membership
160.258.8.18,22-01-2023 18.15,17.119,8.388,8.731,8.623,8.496,3,Basic Membership
165.246.12.3,22-01-2023 18.20,18.659,11.755,6.904,5.447,13.212,0,Basic Membership
155.235.2.6,22-01-2023 18.25,19.582,12.337,7.245,14.034,5.548,4,Basic Membership
152.319.0.7,22-01-2023 18.30,19.082,7.824,11.258,8.327,10.755,4,Basic Membership
180.284.20.0,22-01-2023 18.35,17.96,5.388,12.572,5.28,12.68,3,Premium Membership
152.215.3.1,22-01-2023 18.40,18.302,12.445,5.857,8.419,9.883,2,Basic Membership
150.249.16.0,22-01-2023 18.45,17.104,8.21,8.894,11.74,5.364,4,Basic Membership
166.277.12.7,22-01-2023 18.50,16.519,12.389,4.13,5.947,10.572,1,Basic Membership
156.299.7.3,22-01-2023 18.55,15.55,4.821,10.729,8.094,7.456,0,Basic Membership
176.237.1.19,22-01-2023 19.00,18.3,7.686,10.614,6.31,11.99,0,Basic Membership
185.261.14.13,22-01-2023 19.05,13.499,9.584,3.915,5.578,7.921,4,Basic Membership
174.304.17.15,22-01-2023 19.10,13.958,3.21,10.748,4.956,9.002,3,Basic Membership
167.324.3.1,22-01-2023 19.15,12.162,6.081,6.081,6.203,5.959,2,Premium Membership
175.288.4.16,22-01-2023 19.20,15.691,9.572,6.119,8.366,7.325,3,Premium Membership
179.202.7.13,22-01-2023 19.25,14.207,6.393,7.814,7.033,7.174,4,Basic Membership
189.278.18.15,22-01-2023 19.30,13.824,4.424,9.4,5.491,8.333,3,Basic Membership
177.210.16.14,22-01-2023 19.35,12.001,5.16,6.841,4.584,7.417,0,Basic Membership
151.313.9.11,22-01-2023 19.40,12.577,3.773,8.804,6.087,6.49,4,Premium Membership
154.226.6.6,22-01-2023 19.45,13.889,8.75,5.139,8.24,5.649,3,Basic Membership
168.206.7.8,22-01-2023 19.50,13.392,7.5,5.892,8.951,4.441,2,Basic Membership
151.322.4.13,22-01-2023 19.55,14.951,4.934,10.017,7.286,7.665,1,Premium Membership
152.336.13.0,22-01-2023 20.00,13.498,6.614,6.884,3.303,10.195,2,Premium Membership
150.325.11.17,22-01-2023 20.05,12.335,8.635,3.7,8.696,3.639,3,Premium Membership
161.219.18.11,22-01-2023 20.10,15.924,3.663,12.261,9.89,6.034,4,Basic Membership
154.308.18.19,22-01-2023 20.15,12.194,7.804,4.39,5.248,6.946,2,Basic Membership
174.226.12.2,22-01-2023 20.20,14.157,7.079,7.078,6.158,7.999,3,Premium Membership
177.282.5.1,22-01-2023 20.25,12.042,8.429,3.613,4.48,7.562,0,Basic Membership
180.217.3.19,22-01-2023 20.30,15.902,4.771,11.131,9.971,5.931,2,Premium Membership
164.201.10.20,22-01-2023 20.35,12.003,2.521,9.482,6.387,5.616,2,Premium Membership
168.256.15.15,22-01-2023 20.40,14.951,4.336,10.615,4.533,10.418,3,Basic Membership
154.267.2.16,22-01-2023 20.45,12.605,5.546,7.059,5.874,6.731,1,Premium Membership
160.207.20.9,22-01-2023 20.50,15.963,8.62,7.343,8.253,7.71,3,Basic Membership
183.334.19.7,22-01-2023 20.55,15.831,9.024,6.807,6.488,9.343,4,Basic Membership
185.269.20.3,22-01-2023 21.00,14.699,2.94,11.759,7.202,7.497,0,Basic Membership
174.263.20.8,22-01-2023 21.05,13.335,3.467,9.868,6.369,6.966,2,Premium Membership
158.297.7.13,22-01-2023 21.10,13.003,7.542,5.461,6.582,6.421,0,Basic Membership
165.218.8.18,22-01-2023 21.15,14.19,6.385,7.805,3.633,10.557,4,Basic Membership
180.203.4.4,22-01-2023 21.20,15.082,9.803,5.279,3.884,11.198,2,Premium Membership
171.268.16.5,22-01-2023 21.25,13.183,3.164,10.019,4.572,8.611,3,Premium Membership
171.282.17.10,22-01-2023 21.30,13.985,6.293,7.692,6.846,7.139,4,Basic Membership
175.344.11.5,22-01-2023 21.35,12.165,7.664,4.501,7.646,4.519,1,Basic Membership
167.266.18.0,22-01-2023 21.40,14.056,3.936,10.12,3.891,10.165,0,Basic Membership
187.207.2.0,22-01-2023 21.45,15.612,10.148,5.464,8.688,6.924,0,Basic Membership
190.240.19.10,22-01-2023 21.50,14.81,9.923,4.887,9.819,4.991,4,Premium Membership
184.321.3.15,22-01-2023 21.55,12.128,2.547,9.581,7.946,4.182,1,Basic Membership
158.344.7.15,22-01-2023 22.00,12.88,7.213,5.667,7.285,5.595,4,Basic Membership
155.297.9.5,22-01-2023 22.05,14.484,3.766,10.718,4.817,9.667,4,Basic Membership
178.282.6.2,22-01-2023 22.10,14.892,10.722,4.17,7.196,7.696,3,Premium Membership
176.236.11.2,22-01-2023 22.15,13.122,7.611,5.511,4.706,8.416,1,Basic Membership
174.225.15.8,22-01-2023 22.20,14.077,3.801,10.276,8.998,5.079,3,Basic Membership
157.289.18.5,22-01-2023 22.25,14.512,6.095,8.417,7.825,6.687,2,Basic Membership
169.214.15.11,22-01-2023 22.30,15.963,11.334,4.629,8.954,7.009,1,Basic Membership
152.274.1.9,22-01-2023 22.35,13.089,5.628,7.461,4.224,8.865,3,Premium Membership
168.302.12.16,22-01-2023 22.40,10.403,4.681,5.722,6.726,3.677,2,Basic Membership
179.233.2.10,22-01-2023 22.45,12.155,3.646,8.509,6.309,5.846,1,Basic Membership
181.252.11.6,22-01-2023 22.50,14.574,8.453,6.121,6.063,8.511,3,Premium Membership
153.280.6.6,22-01-2023 22.55,10.574,7.825,2.749,3.716,6.858,4,Premium Membership
177.253.2.6,22-01-2023 23.00,11.853,8.534,3.319,6.614,5.239,0,Basic Membership
182.335.4.10,22-01-2023 23.05,7.819,3.909,3.91,3.206,4.613,0,Basic Membership
158.237.12.3,22-01-2023 23.10,7.12,4.486,2.634,4.118,3.002,2,Basic Membership
176.339.18.17,22-01-2023 23.15,5.254,2.207,3.047,2.171,3.083,0,Basic Membership
160.220.14.18,22-01-2023 23.20,6.401,4.545,1.856,3.688,2.713,0,Premium Membership
180.271.10.5,22-01-2023 23.25,8.889,1.956,6.933,5.207,3.682,1,Premium Membership
181.254.18.20,22-01-2023 23.30,7.862,1.966,5.896,3.322,4.54,2,Basic Membership
185.201.9.12,22-01-2023 23.35,3.944,1.183,2.761,2.347,1.597,4,Basic Membership
189.341.20.20,22-01-2023 23.40,4.456,2.228,2.228,1.961,2.495,3,Basic Membership
189.329.0.7,22-01-2023 23.45,4.89,2.641,2.249,2.292,2.598,4,Basic Membership
174.259.1.16,22-01-2023 23.50,3.255,1.042,2.213,1.866,1.389,2,Basic Membership
160.238.18.19,22-01-2023 23.55,4.758,2.189,2.569,2.274,2.484,0,Basic Membership
158.289.11.10,23-01-2023 0.00,4.712,1.508,3.204,2.341,2.371,0,Premium Membership
156.215.16.10,23-01-2023 0.05,4.329,3.16,1.169,1.827,2.502,2,Premium Membership
168.346.0.10,23-01-2023 0.10,3.013,2.23,0.783,1.941,1.072,3,Basic Membership
164.310.8.6,23-01-2023 0.15,3.744,1.535,2.209,1.434,2.31,1,Basic Membership
169.281.11.13,23-01-2023 0.20,3.863,1.352,2.511,2.426,1.437,2,Basic Membership
186.346.9.20,23-01-2023 0.25,3.404,1.225,2.179,1.63,1.774,0,Premium Membership
171.278.17.11,23-01-2023 0.30,3.196,1.534,1.662,2.051,1.145,3,Basic Membership
172.345.4.9,23-01-2023 0.35,4.754,2.662,2.092,2.25,2.504,4,Basic Membership
159.344.15.18,23-01-2023 0.40,4.204,0.925,3.279,2.049,2.155,4,Premium Membership
183.342.6.3,23-01-2023 0.45,4,1.24,2.76,2.262,1.738,3,Basic Membership
175.297.5.9,23-01-2023 0.50,3.866,0.967,2.899,1.479,2.387,1,Premium Membership
188.263.17.3,23-01-2023 0.55,4.752,3.041,1.711,2.353,2.399,3,Basic Membership
168.317.6.20,23-01-2023 1.00,4.542,1.408,3.134,1.237,3.305,0,Basic Membership
150.265.14.8,23-01-2023 1.05,3.123,0.937,2.186,1.106,2.017,0,Basic Membership
154.314.13.2,23-01-2023 1.10,3.568,0.928,2.64,2.19,1.378,1,Basic Membership
181.248.0.1,23-01-2023 1.15,4.921,2.116,2.805,3.008,1.913,1,Premium Membership
167.255.8.7,23-01-2023 1.20,4.973,3.431,1.542,3.553,1.42,0,Premium Membership
188.305.12.1,23-01-2023 1.25,4.534,0.997,3.537,1.726,2.808,2,Basic Membership
178.330.6.14,23-01-2023 1.30,4.746,1.234,3.512,2.843,1.903,4,Premium Membership
162.223.12.4,23-01-2023 1.35,4.24,2.926,1.314,1.111,3.129,2,Basic Membership
172.251.4.16,23-01-2023 1.40,4.25,2.21,2.04,2.837,1.413,2,Premium Membership
162.345.11.2,23-01-2023 1.45,3.571,1.071,2.5,1.339,2.232,1,Premium Membership
181.311.18.12,23-01-2023 1.50,4.253,0.893,3.36,2.433,1.82,4,Premium Membership
171.272.11.17,23-01-2023 1.55,3.239,2.17,1.069,1.892,1.347,4,Premium Membership
158.201.10.0,23-01-2023 2.00,3.537,1.45,2.087,1.61,1.927,4,Premium Membership
165.324.19.0,23-01-2023 2.05,3.357,1.242,2.115,1.063,2.294,4,Premium Membership
169.214.15.11,23-01-2023 2.10,3.628,2.431,1.197,2.527,1.101,0,Basic Membership
157.336.0.19,23-01-2023 2.15,3.395,1.188,2.207,1.857,1.538,2,Premium Membership
184.228.19.9,23-01-2023 2.20,3.74,2.543,1.197,1.061,2.679,4,Basic Membership
177.350.18.14,23-01-2023 2.25,3.182,1.177,2.005,1.836,1.346,3,Basic Membership
157.231.17.16,23-01-2023 2.30,3.843,1.23,2.613,2.088,1.755,1,Premium Membership
181.341.0.9,23-01-2023 2.35,4.041,0.849,3.192,2.287,1.754,2,Premium Membership
158.219.4.3,23-01-2023 2.40,4.133,3.017,1.116,2.237,1.896,4,Premium Membership
189.326.18.12,23-01-2023 2.45,3.165,1.171,1.994,1.341,1.824,4,Basic Membership
187.270.8.9,23-01-2023 2.50,4.661,1.072,3.589,2.402,2.259,1,Basic Membership
185.338.2.3,23-01-2023 2.55,4.177,2.548,1.629,1.682,2.495,4,Basic Membership
159.224.7.10,23-01-2023 3.00,3.137,1.945,1.192,1.015,2.122,1,Basic Membership
185.281.11.10,23-01-2023 3.05,4.21,2.526,1.684,2.282,1.928,3,Premium Membership
190.321.9.14,23-01-2023 3.10,4.277,2.737,1.54,2.749,1.528,0,Basic Membership
152.211.5.9,23-01-2023 3.15,6.149,3.812,2.337,3.446,2.703,2,Basic Membership
151.243.16.7,23-01-2023 3.20,5.485,1.755,3.73,2.433,3.052,0,Premium Membership
186.346.9.20,23-01-2023 3.25,4.239,2.586,1.653,1.824,2.415,2,Premium Membership
168.201.13.4,23-01-2023 3.30,5.832,1.225,4.607,2.722,3.11,3,Basic Membership
161.290.13.7,23-01-2023 3.35,4.108,1.479,2.629,2.452,1.656,1,Premium Membership
183.301.4.16,23-01-2023 3.40,4.091,2.373,1.718,1.759,2.332,2,Premium Membership
182.311.1.3,23-01-2023 3.45,6.734,2.828,3.906,3.554,3.18,4,Premium Membership
173.298.17.13,23-01-2023 3.50,4.833,2.561,2.272,2.704,2.129,4,Premium Membership
161.287.15.4,23-01-2023 3.55,5.704,2.453,3.251,2.344,3.36,1,Premium Membership
184.223.20.13,23-01-2023 4.00,5.91,2.541,3.369,2.597,3.313,2,Basic Membership
175.270.11.10,23-01-2023 4.05,4.656,1.071,3.585,1.469,3.187,4,Premium Membership
186.258.17.12,23-01-2023 4.10,5.196,2.39,2.806,1.933,3.263,3,Basic Membership
180.202.0.7,23-01-2023 4.15,4.838,3,1.838,2.934,1.904,0,Basic Membership
171.335.15.11,23-01-2023 4.20,5.997,2.459,3.538,3.201,2.796,1,Premium Membership
183.337.5.2,23-01-2023 4.25,4.051,0.972,3.079,1.745,2.306,4,Basic Membership
156.209.7.8,23-01-2023 4.30,4.074,1.996,2.078,1.177,2.897,4,Basic Membership
164.310.8.6,23-01-2023 4.35,6.221,3.235,2.986,2.852,3.369,3,Basic Membership
159.240.14.12,23-01-2023 4.40,5.933,1.958,3.975,2.346,3.587,4,Basic Membership
184.217.4.18,23-01-2023 4.45,5.021,2.259,2.762,3.367,1.654,3,Premium Membership
185.333.16.14,23-01-2023 4.50,4.708,1.271,3.437,1.132,3.576,3,Basic Membership
175.345.12.18,23-01-2023 4.55,5.029,3.168,1.861,3.329,1.7,2,Premium Membership
186.345.14.15,23-01-2023 5.00,4.74,3.034,1.706,1.684,3.056,2,Premium Membership
174.201.15.1,23-01-2023 5.05,10.596,7.205,3.391,4.158,6.438,1,Premium Membership
167.255.8.7,23-01-2023 5.10,10.898,5.34,5.558,6.037,4.861,3,Premium Membership
150.297.18.9,23-01-2023 5.15,9.682,6.971,2.711,3.873,5.809,4,Premium Membership
168.235.4.18,23-01-2023 5.20,9.03,2.348,6.682,3.93,5.1,1,Basic Membership
186.279.9.11,23-01-2023 5.25,9.568,6.985,2.583,5.863,3.705,3,Basic Membership
189.294.12.14,23-01-2023 5.30,9.295,5.949,3.346,3.536,5.759,4,Basic Membership
176.236.11.2,23-01-2023 5.35,8.013,2.644,5.369,4.133,3.88,1,Basic Membership
189.215.15.12,23-01-2023 5.40,8.034,4.579,3.455,4.897,3.137,0,Basic Membership
162.214.10.7,23-01-2023 5.45,11.416,5.023,6.393,5.069,6.347,3,Premium Membership
186.218.3.6,23-01-2023 5.50,9.683,2.518,7.165,4.284,5.399,1,Basic Membership
189.341.20.20,23-01-2023 5.55,10.247,5.738,4.509,4.324,5.923,1,Basic Membership
190.318.20.20,23-01-2023 6.00,9.551,4.202,5.349,6.04,3.511,2,Basic Membership
185.251.18.5,23-01-2023 6.05,9.462,6.529,2.933,5.856,3.606,3,Basic Membership
175.332.10.7,23-01-2023 6.10,12.522,2.88,9.642,3.063,9.459,3,Basic Membership
184.285.16.20,23-01-2023 6.15,10.428,5.84,4.588,4.038,6.39,2,Basic Membership
166.293.0.18,23-01-2023 6.20,8.143,2.524,5.619,2.589,5.554,2,Basic Membership
162.306.6.15,23-01-2023 6.25,9.062,6.072,2.99,5,4.062,4,Premium Membership
173.230.10.20,23-01-2023 6.30,10.032,6.22,3.812,5.853,4.179,0,Basic Membership
187.254.6.3,23-01-2023 6.35,9.471,3.22,6.251,4.933,4.538,0,Basic Membership
168.310.5.10,23-01-2023 6.40,8.431,2.614,5.817,4.591,3.84,2,Premium Membership
158.311.14.4,23-01-2023 6.45,10.198,3.569,6.629,3.824,6.374,4,Basic Membership
185.223.0.9,23-01-2023 6.50,8.024,2.086,5.938,4.188,3.836,1,Basic Membership
157.263.19.8,23-01-2023 6.55,12.782,4.602,8.18,4.576,8.206,1,Premium Membership
174.289.0.0,23-01-2023 7.00,10.771,7.324,3.447,4.563,6.208,0,Basic Membership
187.214.8.10,23-01-2023 7.05,12.466,4.488,7.978,5.415,7.051,0,Basic Membership
158.215.19.3,23-01-2023 7.10,12.385,3.963,8.422,9.051,3.334,1,Basic Membership
152.214.0.7,23-01-2023 7.15,12.067,7.482,4.585,5.792,6.275,4,Basic Membership
158.293.14.16,23-01-2023 7.20,10.001,4.3,5.701,5.531,4.47,2,Basic Membership
160.287.15.2,23-01-2023 7.25,9.812,5.298,4.514,5.122,4.69,2,Basic Membership
158.290.5.10,23-01-2023 7.30,10.228,6.955,3.273,6.624,3.604,3,Basic Membership
154.336.12.10,23-01-2023 7.35,10.458,7.007,3.451,7.253,3.205,3,Basic Membership
171.268.16.5,23-01-2023 7.40,12.424,2.858,9.566,7.487,4.937,1,Premium Membership
159.350.1.6,23-01-2023 7.45,11.95,6.214,5.736,7.495,4.455,4,Basic Membership
151.278.14.9,23-01-2023 7.50,12.034,5.897,6.137,5.083,6.951,0,Basic Membership
181.300.14.11,23-01-2023 7.55,8.614,5.685,2.929,3.969,4.645,3,Basic Membership
187.293.3.1,23-01-2023 8.00,11.441,6.178,5.263,5.087,6.354,2,Premium Membership
178.329.14.1,23-01-2023 8.05,8.844,2.299,6.545,2.681,6.163,3,Basic Membership
158.319.4.1,23-01-2023 8.10,11.215,5.607,5.608,6.505,4.71,0,Basic Membership
156.244.17.4,23-01-2023 8.15,9.301,3.534,5.767,2.072,7.229,0,Basic Membership
166.288.0.14,23-01-2023 8.20,9.017,5.32,3.697,4.138,4.879,2,Basic Membership
177.270.18.10,23-01-2023 8.25,10.698,5.456,5.242,6.085,4.613,3,Basic Membership
167.346.12.13,23-01-2023 8.30,10.138,3.346,6.792,3.94,6.198,2,Basic Membership
163.207.18.5,23-01-2023 8.35,8.445,3.378,5.067,3.361,5.084,0,Premium Membership
175.283.17.13,23-01-2023 8.40,12.423,5.466,6.957,6.221,6.202,2,Premium Membership
179.239.20.1,23-01-2023 8.45,10.397,4.679,5.718,2.36,8.037,3,Basic Membership
188.320.19.13,23-01-2023 8.50,12.605,9.328,3.277,2.745,9.86,2,Basic Membership
151.289.11.0,23-01-2023 8.55,12.931,5.819,7.112,4.894,8.037,4,Premium Membership
173.317.3.4,23-01-2023 9.00,10.484,4.194,6.29,4.194,6.29,0,Premium Membership
153.280.6.6,23-01-2023 9.05,9.001,1.8,7.201,4.033,4.968,1,Premium Membership
155.202.13.19,23-01-2023 9.10,12.879,9.402,3.477,4.289,8.59,1,Basic Membership
176.234.12.1,23-01-2023 9.15,8.249,4.784,3.465,2.787,5.462,4,Basic Membership
173.258.10.20,23-01-2023 9.20,12.324,5.916,6.408,7.34,4.984,4,Basic Membership
176.349.2.6,23-01-2023 9.25,9.49,6.168,3.322,3.583,5.907,3,Basic Membership
188.325.15.6,23-01-2023 9.30,10.773,7.002,3.771,5.553,5.22,3,Basic Membership
178.304.3.12,23-01-2023 9.35,8.838,4.773,4.065,4.23,4.608,3,Basic Membership
160.239.18.18,23-01-2023 9.40,9.864,7.003,2.861,4.575,5.289,0,Premium Membership
155.212.4.9,23-01-2023 9.45,12.197,6.342,5.855,5.752,6.445,3,Basic Membership
163.247.20.4,23-01-2023 9.50,11.492,2.413,9.079,6.171,5.321,4,Basic Membership
156.233.15.16,23-01-2023 9.55,11.003,5.391,5.612,5.498,5.505,4,Basic Membership
179.281.5.11,23-01-2023 10.00,9.19,6.617,2.573,5.356,3.834,2,Basic Membership
152.245.12.16,23-01-2023 10.05,11.286,3.499,7.787,4.659,6.627,0,Premium Membership
189.245.6.13,23-01-2023 10.10,9.711,3.302,6.409,2.585,7.126,1,Basic Membership
161.258.7.1,23-01-2023 10.15,8.775,1.843,6.932,2.88,5.895,0,Premium Membership
163.223.13.20,23-01-2023 10.20,9.627,4.525,5.102,5.346,4.281,2,Basic Membership
189.224.12.7,23-01-2023 10.25,8.514,5.279,3.235,5.083,3.431,2,Basic Membership
188.270.17.18,23-01-2023 10.30,12.64,8.722,3.918,7.618,5.022,0,Premium Membership
152.313.17.11,23-01-2023 10.35,9.788,7.243,2.545,4.45,5.338,0,Basic Membership
171.302.12.2,23-01-2023 10.40,10.44,3.55,6.89,5.31,5.13,0,Premium Membership
174.307.9.17,23-01-2023 10.45,11.733,8.682,3.051,5.982,5.751,2,Premium Membership
154.226.1.12,23-01-2023 10.50,12.331,4.439,7.892,6.545,5.786,0,Premium Membership
169.210.10.11,23-01-2023 10.55,11.267,4.507,6.76,5.498,5.769,2,Basic Membership
152.274.1.9,23-01-2023 11.00,9.917,7.339,2.578,4.477,5.44,1,Premium Membership
171.291.9.8,23-01-2023 11.05,8.758,5.78,2.978,4.919,3.839,4,Premium Membership
182.293.1.20,23-01-2023 11.10,9.427,6.882,2.545,5.189,4.238,0,Basic Membership
163.207.18.5,23-01-2023 11.15,8.785,3.075,5.71,3.747,5.038,1,Premium Membership
169.286.3.20,23-01-2023 11.20,7.115,4.909,2.206,4.233,2.882,1,Basic Membership
169.224.10.12,23-01-2023 11.25,7.539,3.92,3.619,4.828,2.711,2,Basic Membership
150.255.6.17,23-01-2023 11.30,8.323,4.162,4.161,3.496,4.827,0,Basic Membership
182.267.14.0,23-01-2023 11.35,8.077,4.523,3.554,4.336,3.741,1,Premium Membership
166.288.0.14,23-01-2023 11.40,8.954,3.492,5.462,5.39,3.564,0,Basic Membership
152.260.0.10,23-01-2023 11.45,8.584,2.232,6.352,2.845,5.739,4,Basic Membership
177.229.14.17,23-01-2023 11.50,8.572,2.914,5.658,3.54,5.032,4,Premium Membership
168.345.16.16,23-01-2023 11.55,8.939,3.486,5.453,4.787,4.152,2,Basic Membership
172.334.2.17,23-01-2023 12.00,8.071,4.52,3.551,3.325,4.746,0,Basic Membership
170.299.3.18,23-01-2023 12.05,8.807,5.548,3.259,3.581,5.226,0,Premium Membership
